geom_x_y;geom;C_NAT_B;L_NAT_B;C_SRC;L_SRC;M2;NB_PL;M2_PL_TOT;B_RDC;C_PLAN_H_I;Y;L_PLAN_H_I;X;D_CRE;L_B_U;D_MAJ;N_AR;L_PLAN_H;H_ET_MAX;N_QU;OBJECTID;Identifiant s?quentiel;Arrondissement contenant le bati;Parcelle contenant le bati;Quartier contenant le bati;AREA;SHAPE.AREA;SHAPE.LEN;dist
48.8274796698,2.38458633542;"{""type"": ""Polygon"", ""coordinates"": [[[2.38461935101913, 48.82753330722759], [2.384628217027156, 48.827532989502515], [2.3846363958367522, 48.82753065095026], [2.384645732926233, 48.82752608251942], [2.384652326040948, 48.82752179316423], [2.384656649382123, 48.827517191739766], [2.3846610231503442, 48.82751039520838], [2.38466170017297, 48.827501160346245], [2.3846595300456173, 48.827494714176034], [2.3846568869734233, 48.827489906925564], [2.384651922306437, 48.82748583150989], [2.384644105454289, 48.827480816864174], [2.384636766433263, 48.827477788690516], [2.384629481798523, 48.82747615392299], [2.384622830912725, 48.827475528812954], [2.3846147562394, 48.82747539282936], [2.384604096304909, 48.82747686151168], [2.384597659243542, 48.827478431967464], [2.384591275760087, 48.827481117919454], [2.384570429741702, 48.82747103121795], [2.384564292829435, 48.8274680613895], [2.384626028289865, 48.82741133372302], [2.384605980177239, 48.8274017376928], [2.384599619398239, 48.827398692965495], [2.384590133231389, 48.82740735276743], [2.384491575487986, 48.827497325948926], [2.384502471066941, 48.827502550714016], [2.384490396493715, 48.82751330891048], [2.384495045310945, 48.82751552280666], [2.38450719147041, 48.82750446998423], [2.3845183543743262, 48.82750978156396], [2.384548210954412, 48.827482266947136], [2.384554935749008, 48.82748540078928], [2.384576016445481, 48.82749522428569], [2.384573845038873, 48.827504696086415], [2.384575044805671, 48.82751060663542], [2.384577439054112, 48.82751606734975], [2.384581597086672, 48.82752085451733], [2.384586015415385, 48.827524477438544], [2.384592041213091, 48.827527975524475], [2.384603039948636, 48.827531501897994], [2.384612013974757, 48.82753299606446], [2.38461935101913, 48.82753330722759]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;70.303737;4.0;281.2149478;1.0;2.0;125224.4178452;Bâti de 1 à 3 étages;603527.9579945;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+3;3.0;50.0;536092;750169268;750000013;750031416;750000050;;0.0;0.0;
48.8272100647,2.38474285824;"{""type"": ""Polygon"", ""coordinates"": [[[2.384753219690729, 48.82722001182662], [2.384761632106771, 48.82721264787777], [2.384739182508318, 48.827203171721116], [2.3847246454617173, 48.82720248715756], [2.384721921583155, 48.82720510470582], [2.384753219690729, 48.82722001182662]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;2.4607337;4.0;9.8429349;0.0;3.0;125193.0588305;Bâti de 4 à 8 étages;603540.4980132;2010-07-21T04:00:00+02:00;5a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536130;750169701;750000013;750031416;750000050;;0.0;0.0;
48.8273010209,2.38492552923;"{""type"": ""Polygon"", ""coordinates"": [[[2.38493013983904, 48.82731616714825], [2.384948817338635, 48.82729923270249], [2.384920814855553, 48.82728588590648], [2.384902291531706, 48.82730279865675], [2.38493013983904, 48.82731616714825]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;5.8869825;9.0;52.9828427;1.0;4.0;125203.050906;Bâti de 9 à 12 étages;603553.6319008;2010-07-21T04:00:00+02:00;Ra1_et_3a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;536134;750169705;750000013;750031416;750000050;;0.0;0.0;
48.8265759792,2.38334808945;"{""type"": ""Polygon"", ""coordinates"": [[[2.383544389293664, 48.82664646191223], [2.38323499859472, 48.82652338843798], [2.383220170085687, 48.82653906806939], [2.383498424610402, 48.82663544598871], [2.383544389293664, 48.82664646191223]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;32.8244521;7.0;229.7711644;0.0;3.0;125123.3485495;Bâti de 4 à 8 étages;603439.5574915;2010-07-21T04:00:00+02:00;2a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536186;750170552;750000013;750031406;750000050;;0.0;0.0;
48.8266372135,2.383078127;"{""type"": ""Polygon"", ""coordinates"": [[[2.3830385512817402, 48.82669518776206], [2.383153687424757, 48.826594497958666], [2.383112960264251, 48.8265794563283], [2.38303589641302, 48.82665283340877], [2.383025496400361, 48.82666273580811], [2.383000808615801, 48.82668623945104], [2.3830385512817402, 48.82669518776206]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;44.3590421;7.0;310.5132946;0.0;4.0;125129.1702309;Bâti de 9 à 12 étages;603417.9748925;2010-07-21T04:00:00+02:00;3a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;536243;750171402;750000013;750031406;750000050;;0.0;0.0;
48.8266303998,2.3831146418;"{""type"": ""Polygon"", ""coordinates"": [[[2.383038822949116, 48.826695252119684], [2.383157907969227, 48.82659605675585], [2.383153687424757, 48.826594497958666], [2.3830385512817402, 48.82669518776206], [2.383038822949116, 48.826695252119684]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;2.6084133;6.0;15.6504799;0.0;3.0;125129.9470271;Bâti de 4 à 8 étages;603419.5150315;2010-07-21T04:00:00+02:00;3a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536244;750171403;750000013;750031406;750000050;;0.0;0.0;
48.826656149,2.38310221385;"{""type"": ""Polygon"", ""coordinates"": [[[2.383058687224778, 48.82669996208207], [2.383144772055544, 48.82661799574636], [2.383149529111281, 48.82661346765992], [2.383145945988593, 48.82661214418845], [2.383054705950134, 48.82669901788791], [2.383058687224778, 48.82669996208207]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.5190415;4.0;14.076166;0.0;3.0;125131.2659549;Bâti de 4 à 8 étages;603419.7997575;2010-07-21T04:00:00+02:00;3a6;2010-07-21T04:00:00+02:00;13;;6.0;50.0;536247;750171802;750000013;750031406;750000050;;0.0;0.0;
48.8266730572,2.38333863621;"{""type"": ""Polygon"", ""coordinates"": [[[2.38351222440612, 48.826747420640146], [2.383527749099538, 48.82673264933293], [2.383165045737739, 48.82659869275863], [2.383149529111281, 48.82661346765992], [2.38351222440612, 48.826747420640146]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;60.7208007;2.0;121.4416013;1.0;2.0;125133.1465075;Bâti de 1 à 3 étages;603437.1639927;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;536257;750171812;750000013;750031406;750000050;;0.0;0.0;
48.82668271,2.38332850236;"{""type"": ""Polygon"", ""coordinates"": [[[2.3835074646454872, 48.8267519487264], [2.38351222440612, 48.826747420640146], [2.383149529111281, 48.82661346765992], [2.383144772055544, 48.82661799574636], [2.3835074646454872, 48.8267519487264]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;18.6126615;1.0;18.6126615;0.0;2.0;125134.2192525;Bâti de 1 à 3 étages;603436.4189988;2010-07-21T04:00:00+02:00;encorbt_au_1;2010-07-21T04:00:00+02:00;13;;1.0;50.0;536258;750171813;750000013;750031406;750000050;;0.0;0.0;
48.8268559363,2.38288535505;"{""type"": ""Polygon"", ""coordinates"": [[[2.3828879690602323, 48.82685777372084], [2.382884727932288, 48.82685436995967], [2.382883368158811, 48.82685566523406], [2.3828879690602323, 48.82685777372084]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;0.0360484;8.0;0.288387;1.0;3.0;125153.462265;Bâti de 4 à 8 étages;603403.8712487;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+7;7.0;50.0;536313;750172665;750000013;750031409;750000050;;0.0;0.0;
48.8273457692,2.38449638192;"{""type"": ""Polygon"", ""coordinates"": [[[2.384546063428376, 48.827373059576516], [2.384535168124212, 48.82736458268773], [2.384542511367397, 48.8273597512798], [2.384520482801822, 48.82734922408584], [2.384516295838293, 48.82735254280442], [2.384392922817853, 48.82729976221871], [2.384546063428376, 48.827373059576516]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;5.2481292;5.0;26.2406461;1.0;3.0;125206.964271;Bâti de 4 à 8 étages;603520.4801464;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+4;4.0;50.0;535679;750169662;750000013;750031416;750000050;;0.0;0.0;
48.8273382322,2.38447094409;"{""type"": ""Polygon"", ""coordinates"": [[[2.384553506023605, 48.827378851159196], [2.384546063428376, 48.827373059576516], [2.384392922817853, 48.82729976221871], [2.384391371394361, 48.82730125528421], [2.384553506023605, 48.827378851159196]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;2.8731645;4.0;11.4926581;1.0;3.0;125207.286448;Bâti de 4 à 8 étages;603520.4193851;2010-07-21T04:00:00+02:00;Ra1_et_3a4;2010-07-21T04:00:00+02:00;13;;4.0;50.0;535686;750169669;750000013;750031416;750000050;;0.0;0.0;
48.827757635,2.38366623537;"{""type"": ""Polygon"", ""coordinates"": [[[2.383956745150472, 48.82796330478561], [2.384063553219252, 48.82785725962755], [2.38337592773961, 48.82755200669721], [2.383268846948252, 48.82765801029523], [2.383403039646997, 48.827717567015064], [2.383687670510199, 48.82784388763096], [2.383956745150472, 48.82796330478561]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;861.8833802;5.0;4309.4169008;1.0;3.0;125253.769753;Bâti de 4 à 8 étages;603461.1450697;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+4;4.0;50.0;536010;750174763;750000013;750033360;750000050;;0.0;0.0;
48.8275253204,2.3841717571;"{""type"": ""Polygon"", ""coordinates"": [[[2.384181633062092, 48.827538432525415], [2.384194331499211, 48.827527796289466], [2.384161356434451, 48.827512090742815], [2.38414952242287, 48.82752300393652], [2.384181633062092, 48.827538432525415]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.4216476;1.0;4.4216476;0.0;3.0;125227.9506935;Bâti de 4 à 8 étages;603498.2632008;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536015;750174768;750000013;750031416;750000050;;0.0;0.0;
48.8271515723,2.38434610598;"{""type"": ""Polygon"", ""coordinates"": [[[2.384339374613817, 48.827164945923045], [2.38436317076471, 48.82714309137085], [2.384354616621883, 48.82713903703555], [2.38435287869225, 48.82713821415719], [2.384329056412861, 48.82715997413888], [2.384330650600268, 48.82716074231524], [2.384339374613817, 48.827164945923045]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;2.7920684;1.0;2.7920684;0.0;2.0;125186.4045818;Bâti de 1 à 3 étages;603511.100972;2010-07-21T04:00:00+02:00;encorbt_au_2;2010-07-21T04:00:00+02:00;13;;2.0;50.0;536035;750175176;750000013;750031416;750000050;;0.0;0.0;
48.8273948166,2.38463643333;"{""type"": ""Polygon"", ""coordinates"": [[[2.384632412100034, 48.82741438935987], [2.384665028054613, 48.827384010921], [2.384646985809988, 48.827375504464285], [2.384642599218182, 48.82737831041744], [2.384605980177239, 48.8274017376928], [2.384626028289865, 48.82741133372302], [2.384632412100034, 48.82741438935987]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;8.3182513;4.0;33.2730053;1.0;2.0;125213.7289661;Bâti de 1 à 3 étages;603532.3312585;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+3;3.0;50.0;536077;750175608;750000013;750031416;750000050;;0.0;0.0;
48.8277017554,2.3845419312;"{""type"": ""Polygon"", ""coordinates"": [[[2.384550966464224, 48.82771443951357], [2.384563343579427, 48.82770355695765], [2.384532866095999, 48.82768904074778], [2.384520565555205, 48.82770001363198], [2.384550966464224, 48.82771443951357]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.1734653;1.0;4.1734653;0.0;3.0;125247.5925045;Bâti de 4 à 8 étages;603525.4347134;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536099;750169275;750000013;750031416;750000050;;0.0;0.0;
48.8274638715,2.38474619521;"{""type"": ""Polygon"", ""coordinates"": [[[2.384799823694364, 48.82749505191839], [2.384804777119808, 48.827490384478175], [2.384765083435587, 48.82747169999393], [2.384767561203148, 48.82746939236175], [2.3846906191480333, 48.82743247302988], [2.3846856046224643, 48.8274370079436], [2.3847522915575903, 48.827468680649545], [2.384749621781722, 48.82747109881575], [2.384799823694364, 48.82749505191839]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;6.7938862;1.0;6.7938862;0.0;2.0;125221.1388205;Bâti de 1 à 3 étages;603540.6503231;2010-07-21T04:00:00+02:00;encorbt_au_2;2010-07-21T04:00:00+02:00;13;;2.0;50.0;536119;750169690;750000013;750031416;750000050;;0.0;0.0;
48.8275387923,2.38487937497;"{""type"": ""Polygon"", ""coordinates"": [[[2.385004697826526, 48.82757273930177], [2.385007479473476, 48.827570190397196], [2.385004759545134, 48.82756889300694], [2.385003607417802, 48.827569909667666], [2.384969997321697, 48.82755397263998], [2.384953662980202, 48.82756845575742], [2.384799823694364, 48.82749505191839], [2.384798411768039, 48.82749638292022], [2.384829778604734, 48.827511369514376], [2.384822549336548, 48.827518201728054], [2.384868785492021, 48.82754531997482], [2.384878437072628, 48.827550692998486], [2.384890050069025, 48.82755642146842], [2.384902915781311, 48.82756276795291], [2.384914979717119, 48.827552096899986], [2.384953439030514, 48.82757046560054], [2.384969966084438, 48.82755592771316], [2.385000255287443, 48.827570588543125], [2.385004697826526, 48.82757273930177]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;13.3299882;6.0;79.9799289;0.0;3.0;125228.945062;Bâti de 4 à 8 étages;603549.1928155;2010-07-21T04:00:00+02:00;3a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536141;750170102;750000013;750031416;750000050;;0.0;0.0;
48.8274396168,2.38514828503;"{""type"": ""Polygon"", ""coordinates"": [[[2.385143057055164, 48.82744640459166], [2.385156579986841, 48.8274339845419], [2.385153934520368, 48.827432726210674], [2.385140216007902, 48.82744475132985], [2.385143057055164, 48.82744640459166]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.43560079999999995;9.0;3.9204073;1.0;4.0;125218.4641853;Bâti de 9 à 12 étages;603569.9847255;2010-07-21T04:00:00+02:00;Ra1_et_3a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;536150;750170111;750000013;750031416;750000050;;0.0;0.0;
48.8272714473,2.38477660061;"{""type"": ""Polygon"", ""coordinates"": [[[2.384770481308271, 48.827286816032526], [2.384796971933453, 48.82726286263405], [2.384782602464847, 48.8272560560162], [2.384756236578184, 48.82728017373901], [2.384770481308271, 48.827286816032526]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.2584008;3.0;12.7752023;1.0;2.0;125199.7506478;Bâti de 1 à 3 étages;603542.699385;2010-07-21T04:00:00+02:00;Ra1_et_encorbt_au_3;2010-07-21T04:00:00+02:00;13;;3.0;50.0;536158;750170119;750000013;750031416;750000050;;0.0;0.0;
48.8272415819,2.38475707981;"{""type"": ""Polygon"", ""coordinates"": [[[2.384750690625121, 48.82725333043619], [2.384769676371753, 48.8272363652257], [2.384757010854756, 48.82723106932143], [2.384751917314584, 48.827240801302125], [2.384748259198208, 48.82724778768996], [2.384745757323124, 48.827250984676915], [2.384750690625121, 48.82725333043619]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;1.739894;3.0;5.219682;1.0;2.0;125196.1683681;Bâti de 1 à 3 étages;603541.3146445;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+2;2.0;50.0;536159;750170120;750000013;750031416;750000050;;0.0;0.0;
48.8267576747,2.38292772361;"{""type"": ""Polygon"", ""coordinates"": [[[2.382921195270158, 48.82676576669778], [2.382937421271572, 48.826750336247784], [2.382934765837276, 48.826749121884085], [2.382917547695962, 48.82676551493904], [2.382921195270158, 48.82676576669778]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.5095308;9.0;4.5857771;1.0;4.0;125142.5646233;Bâti de 9 à 12 étages;603406.971119;2010-07-21T04:00:00+02:00;Ra1_et_3a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;536223;750171382;750000013;750031408;750000050;;0.0;0.0;
48.8267793647,2.38296920349;"{""type"": ""Polygon"", ""coordinates"": [[[2.382966675389694, 48.82678124032946], [2.382971033162084, 48.82677868611167], [2.382969901905299, 48.82677816763265], [2.382966675389694, 48.82678124032946]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.0210124;8.0;0.168099;1.0;3.0;125144.9512003;Bâti de 4 à 8 étages;603410.0326793;2010-07-21T04:00:00+02:00;Ra1_et_3a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536234;750171393;750000013;750031409;750000050;;0.0;0.0;
48.8267349517,2.38301944877;"{""type"": ""Polygon"", ""coordinates"": [[[2.382984494208129, 48.826770603652044], [2.382997591727526, 48.82675813307618], [2.383058687224778, 48.82669996208207], [2.383054705950134, 48.82669901788791], [2.382979919153169, 48.82677022479531], [2.382984494208129, 48.826770603652044]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;2.8792657;4.0;11.517062899999999;0.0;3.0;125140.0304724;Bâti de 4 à 8 étages;603413.714068;2010-07-21T04:00:00+02:00;3a6;2010-07-21T04:00:00+02:00;13;;6.0;50.0;536239;750171398;750000013;750031408;750000050;;0.0;0.0;
48.8266872065,2.38357989463;"{""type"": ""Polygon"", ""coordinates"": [[[2.383631282431362, 48.82672348865397], [2.383649595432706, 48.826706064163254], [2.383573502167259, 48.82666295537372], [2.383540486577307, 48.8266507389962], [2.3835137223140013, 48.826680070765995], [2.383631282431362, 48.82672348865397]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;32.7324289;8.0;261.8594312;1.0;3.0;125134.7209525;Bâti de 4 à 8 étages;603454.4796629;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+7;7.0;50.0;536273;750171828;750000013;750031406;750000050;;0.0;0.0;
48.8270315384,2.3834537163;"{""type"": ""Polygon"", ""coordinates"": [[[2.383453909799568, 48.82704157538889], [2.38346805263632, 48.82702813343569], [2.383453477074585, 48.827021496473684], [2.383439403339944, 48.827034969360184], [2.383453909799568, 48.82704157538889]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;2.3603817;8.0;18.8830535;1.0;3.0;125173.016654;Bâti de 4 à 8 étages;603445.589734;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+7;7.0;50.0;536283;750172235;750000013;750031411;750000050;;0.0;0.0;
48.8273922074,2.38425324859;"{""type"": ""Polygon"", ""coordinates"": [[[2.384263760668778, 48.82740535176127], [2.3842755980438213, 48.8273948414913], [2.3842428289333473, 48.82737900301891], [2.384230945525621, 48.82738971990431], [2.384263760668778, 48.82740535176127]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.3650937;1.0;4.3650937;0.0;3.0;125213.1554305;Bâti de 4 à 8 étages;603504.2547538;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536020;750174773;750000013;750031416;750000050;;0.0;0.0;
48.8271715114,2.38433423546;"{""type"": ""Polygon"", ""coordinates"": [[[2.384328985176413, 48.827178117701955], [2.384342055068027, 48.82716623772964], [2.384339374613817, 48.827164945923045], [2.384326383127431, 48.82717687666353], [2.384328985176413, 48.827178117701955]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.3915882;6.0;2.349529;0.0;3.0;125188.6219838;Bâti de 4 à 8 étages;603510.226269;2010-07-21T04:00:00+02:00;2a7;2010-07-21T04:00:00+02:00;13;;7.0;50.0;536028;750174781;750000013;750031416;750000050;;0.0;0.0;
48.8272495633,2.38467617202;"{""type"": ""Polygon"", ""coordinates"": [[[2.384710329513138, 48.827278634369826], [2.384733123337365, 48.82725779088001], [2.384702955946621, 48.827248757973464], [2.384701340360203, 48.827250725581244], [2.384651905233463, 48.82722703629451], [2.384636957772319, 48.82721946131931], [2.384619552091428, 48.82723527265122], [2.384710329513138, 48.827278634369826]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;18.7084596;9.0;168.3761361;1.0;3.0;125197.2589715;Bâti de 4 à 8 étages;603535.102777;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+8;8.0;50.0;536060;750175591;750000013;750031416;750000050;;0.0;0.0;
48.8271348079,2.38456477577;"{""type"": ""Polygon"", ""coordinates"": [[[2.384695771780973, 48.8272037578133], [2.384702507681742, 48.82719786920636], [2.384707146202921, 48.827198068448965], [2.384438357897507, 48.82707005007139], [2.384421287166987, 48.82708575697482], [2.3844241303670453, 48.82708710897592], [2.384426095462247, 48.82708530505758], [2.384437534538122, 48.827090752974655], [2.384448066458244, 48.82708131521214], [2.384457581915215, 48.82708586194854], [2.384458906619311, 48.827084765237416], [2.384493300954779, 48.82710092500145], [2.3845760612940152, 48.82714190180339], [2.384597148193879, 48.827152342300856], [2.384670736411505, 48.827188776774804], [2.384693506417872, 48.827199957104064], [2.384691603834422, 48.82720177393946], [2.384695771780973, 48.8272037578133]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;15.7410537;1.0;15.7410537;0.0;2.0;125184.7835005;Bâti de 1 à 3 étages;603527.7117876;2010-07-21T04:00:00+02:00;encorbt_au_2;2010-07-21T04:00:00+02:00;13;;2.0;50.0;536073;750175604;750000013;750031416;750000050;;0.0;0.0;
48.8273914817,2.38457637397;"{""type"": ""Polygon"", ""coordinates"": [[[2.384587728413743, 48.827399787468536], [2.384592594894788, 48.827395331841004], [2.38458547288516, 48.82739192254761], [2.384583861957639, 48.82739337933443], [2.384553506023605, 48.827378851159196], [2.38456873270404, 48.82739070049571], [2.384587728413743, 48.827399787468536]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;1.1811683;6.0;7.08701;1.0;3.0;125212.852454;Bâti de 4 à 8 étages;603527.6078618;2010-07-21T04:00:00+02:00;Ra1_et_5a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536079;750175610;750000013;750031416;750000050;;0.0;0.0;
48.8276278285,2.38472871209;"{""type"": ""Polygon"", ""coordinates"": [[[2.384887948508663, 48.82770463788056], [2.384889393768994, 48.82770336820658], [2.384857687625145, 48.82768826566588], [2.384853816296832, 48.82768642182764], [2.384824393961787, 48.82767240667329], [2.384819761376712, 48.82767020006889], [2.384790773870481, 48.82765639219937], [2.38478620495611, 48.82765421560042], [2.384757268940267, 48.82764043227041], [2.384752802974218, 48.82763830476581], [2.384721542563063, 48.827623414034385], [2.384712392551165, 48.82761905537187], [2.384679422710442, 48.8276033508967], [2.3846750380194432, 48.82760126248023], [2.384644282908237, 48.82758661176185], [2.384639766830195, 48.82758446061137], [2.384609152599459, 48.82756987806138], [2.384604503783152, 48.82756766327047], [2.3845716667591272, 48.827552021504644], [2.38457016906715, 48.82755334756557], [2.384887948508663, 48.82770463788056]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;5.1833839;4.0;20.7335358;0.0;3.0;125239.438058;Bâti de 4 à 8 étages;603539.2352648;2010-07-21T04:00:00+02:00;2a5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536091;750169267;750000013;750031416;750000050;;0.0;0.0;
48.8274348992,2.38508574085;"{""type"": ""Polygon"", ""coordinates"": [[[2.385111357913541, 48.82749539137398], [2.385157753204874, 48.82745323982523], [2.385143057055164, 48.82744640459166], [2.385140216007902, 48.82744475132985], [2.385153934520368, 48.827432726210674], [2.385082220047104, 48.82739859417835], [2.385099358071726, 48.82738260153129], [2.385076523970035, 48.82737152887704], [2.385062462598631, 48.82736596591034], [2.385016864656022, 48.82740749916042], [2.385036794283895, 48.82741686876975], [2.385050657615511, 48.82740446217377], [2.385065240198556, 48.82741156934474], [2.3850202768895032, 48.827452071580424], [2.385032848613459, 48.82745805049557], [2.385078318681242, 48.82747967675739], [2.385106894616643, 48.82749326839289], [2.385111357913541, 48.82749539137398]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;75.0625106;10.0;750.6251064;1.0;4.0;125218.789438;Bâti de 9 à 12 étages;603565.5001815;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+9;9.0;50.0;536137;750170098;750000013;750031416;750000050;;0.0;0.0;
48.8275463091,2.38506571351;"{""type"": ""Polygon"", ""coordinates"": [[[2.385043212871743, 48.82756860328488], [2.385052150651797, 48.827560353440234], [2.3850561138229143, 48.82756191714054], [2.385088255609511, 48.82753188331033], [2.385085241880296, 48.82753043421614], [2.385089736745405, 48.82752618531253], [2.385084569352983, 48.82752370345861], [2.385037872116996, 48.8275660368961], [2.385043212871743, 48.82756860328488]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.0389512;7.0;28.2726586;0.0;4.0;125230.5907977;Bâti de 9 à 12 étages;603563.7662945;2010-07-21T04:00:00+02:00;3a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;536152;750170113;750000013;750031416;750000050;;0.0;0.0;
48.8272801375,2.38479492649;"{""type"": ""Polygon"", ""coordinates"": [[[2.384793138774722, 48.82729738059225], [2.384819249502677, 48.82727341444234], [2.384796971933453, 48.82726286263405], [2.384770481308271, 48.827286816032526], [2.384793138774722, 48.82729738059225]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;6.6621737;2.0;13.3243473;1.0;2.0;125200.7379029;Bâti de 1 à 3 étages;603544.0394905;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;536157;750170118;750000013;750031416;750000050;;0.0;0.0;
48.826533585,2.38322437268;"{""type"": ""Polygon"", ""coordinates"": [[[2.383220170085687, 48.82653906806939], [2.38323499859472, 48.82652338843798], [2.3832179493656582, 48.82653829844503], [2.383220170085687, 48.82653906806939]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.18873009999999998;7.0;1.3211108;0.0;3.0;125117.631909;Bâti de 4 à 8 étages;603428.784276;2010-07-21T04:00:00+02:00;2a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536197;750170962;750000013;750031406;750000050;;0.0;0.0;
48.826594872,2.38315627943;"{""type"": ""Polygon"", ""coordinates"": [[[2.383157907969227, 48.82659605675585], [2.3831588833415083, 48.82659524425716], [2.383154617859806, 48.826593684328884], [2.383153687424757, 48.826594497958666], [2.383157907969227, 48.82659605675585]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.0403031;7.0;0.2821217;0.0;3.0;125124.44378;Bâti de 4 à 8 étages;603423.7804686;2010-07-21T04:00:00+02:00;2a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536211;750170976;750000013;750031406;750000050;;0.0;0.0;
